textID,text,selected_text,sentiment
77f7e59066, that`s awesome. Can`t believe they have the poster up Already! I haven`t seen one over here yet,that`s awesome.,positive
0116bed2a0," hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, & other conversations we had",not a good,negative
a0d28d3b79,"After being down for several hours, finally my site is back online. Silly DNS setting mistake",mistake,negative
294ac30b99,Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,Ugh.,negative
ccce222da3,"Work is MAD blocking sites! No fun  but they aren`t blocking facebook, twitter & youtube",MAD blocking,neutral
70f6c13dc4,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost","I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable los",positive
e384aa41f3,12seconds - Friday Night Update:  has left the city.  http://tiny12.tv/I3KS8,12seconds - Friday Night Update:  has left the city.,neutral
f66986e868," Sure, its easier to login every day and make posts as an admin or mod, but ill try",its easier to login every day,positive
f20a64408f,Wish I brought some warmer clothes. It`s chilly here.  only negative thing about the trip (& the no sun which is connected to chilliness),only negative thing about the trip,negative
421944b580,Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,cute,positive
5981ffab60, who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times,neutral
8a66c047c4, nope anthony wrecked his car i have to help him get it running,wrecked,negative
b49d932c2d,Happy Mother`s Day to all the mothers out there! Do have a good and enjoyable day,Happy,positive
86e9e53b66,yea dude... 5`8'! really!?,yea dude... 5`8'! really!?,neutral
a8a619b1c9, poor thing. come watch tv at my house  lol,poor,negative
440d887e34, I missed you today...I know you must feel very tired. I will give you a massage tonight,I missed you today...I know you must feel very tired.,negative
06cee4288f,As it turns out I do NOT get to go see The Decemberists...,As it turns out I do NOT get to go see The Decemberists...,neutral
61f41270f9,_Death Well I`m impressed with your technical skillz,impressed,positive
d84a675b3b,_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I`m still tired lol,you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I`m still tired lol,positive
308420a8f2, dont think me ugly - but tha dumb **** is lookin a lill betta - an he know it!,dont think me ugly - but tha dumb **** is lookin a lill betta - an he know it!,neutral
5b1ef93aee,Farewell dinner with my kimmy. Last time i`ll see her in a while,Last time i`ll see her in a while,negative
51746e27ed," def see ya tonight, we must get some RN photo`s, I didn`t get any yesterday  lol! And thanks for doing so, please don`t forget!",d thanks,positive
a3e4471cef,Working at hop city. Gotta miss baseball,Gotta miss baseball,negative
62e611a13b," b/c 'we' ONLY have Baby Phat, Phat Farm, Applebottoms & FUBU!! And they come up pretty WEAK!! Double",WEAK!,negative
83c32757d0,Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,neutral
6899e9aa17,waaa the octo drive and i can`t go for it,waaa th,negative
44f269df0b,"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3","I read the disclaimer, I had to close my browser",neutral
561eb7bb67, ****  real sorry to hear that ma,l sorry,negative
2d742c03a7, Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,Good,positive
843c7e7e58,Is still awake at 5AM but for way better reasons.  A fantastic night with fantastic people... and fantastic food!!,A fantastic night with fantastic people... and fantastic food!!,positive
a33a55c643,I`m getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.,I`m getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.,neutral
9f371406d6,I need to relocate to the west coast.. This weather here is killin me!!!,I need to relocate to the west coast.. This weather here is killin me!!,negative
9083a50db0,http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night,a gift from my boyfriend... this little guy keeps me company at night,neutral
692d17d257," yes. and it was REALLY good. even though i am not into sci fi i loved it. & haha, i know.",good.,positive
8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff","good times, good times   At work",positive
1c01959220,No Westin discounts?   Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,No Westin discounts?   Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,neutral
8fcb13f08d, and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,neutral
eeda31dd3e,"*sniff sniff* I want thie App for my iPhone but it`s only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK =","*sniff sniff* I want thie App for my iPhone but it`s only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK =",neutral
38f195c8ee, i did have 1 n i still do...this job is so dead 2 me right now...,dead,negative
9b6087ce8f,just finished YSC runthrough for service! It`s gonna be awesome!  - http://tweet.sg,awesome!,positive
ad612c74df,It`s raining at seaworld,It`s raining at seaworld,neutral
14a5efa2f3," you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ...","you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ...",neutral
4633886fcf,down side = i have a seat by myself  loner. please be a starbucks there.,down side = i have a seat by myself  loner. please be a starbucks there.,neutral
fa12c4c56a,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM,sad,negative
481a0ce9de,Don`t we all love bank holidays,love,positive
5dc1aaeac6,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,Nothing but Efteling-fun !!,positive
fa0785f6f1,http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,neutral
c0f01cf3b4, idiot family and how I have been feeling just don`t mix amongst other stuff,idiot,negative
54a0f09d92," Oh, I see what you mean. That is true if they are used improperly, which we know they are.","Oh, I see what you mean. That is true if they are used improperly, which we know they are.",neutral
fd0645de02,In Seattle Washington....im SOOOOO hungry&i miss alaska,im SOOOOO hungry&i miss alaska,negative
03296ed395,"Was a little slow to try this one, but Ben & Jerry`s Mission to Marzipan is a bit of a letdown.",is a bit of a letdown.,negative
e5226c6da4,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ","Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil?",neutral
c2b24761f8, aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,neutral
9703399209,Feeling really good about my performance on the AP Government & Politics exam this morning.  Going to lunch with Krista.,really good ab,positive
bf74134201,Well it`s not far back to sanity. At least it`s not for me.,Well it`s not far back to sanity. At least it`s not for me.,neutral
34eb887ee0,I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,Twitter truly is....AWESOME!,positive
53596c66d7,Daaaaang. Up: in 3D.. Sold out,Daaaaang.,negative
30cb741232, thanks for the reminder. Hope all have a great time,thanks,positive
44fff30627,loves the smell of roast in the oven - thanks  for the ideas!,loves the smell of roast in the oven - thanks  for the ideas!,positive
499b6d9ea8, `answers on a postcard`?! What century are you in?,`answers on a postcard`?! What century are you in?,neutral
3ce931a0b4,long weekend. thank god i can sleep in on monday,thank,positive
c6e8b657a3, yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and it,yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and,neutral
c52b6a65bd, that includes YOU.,that includes YOU.,neutral
7457fa9f77,Wal mart,Wal mart,neutral
9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,clocked out fo,negative
bd4755241d,"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to","I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",neutral
6f0d43f584,  sowwy. Lover you,. Lover,positive
167f7748e2,lots of Reqs today.... no fun,no fun,negative
c1776a6763,No more high school...,No more high school...,neutral
ff2788e53e,_frog... yes they ARE!!,yes they ARE!!,positive
ed5901df21, me too dawg  thanks so much!,thanks so much!,positive
e5b8fcfea8, Erm yeah watch as it sways and collapses into the river below lol.  Next time you are here we shall have to drag you there,collapses,negative
782c3332f0,"  awwwwwww, our kitties are the BEST!",he BEST!,positive
24e75aa425,http://twitpic.com/4whaf Tonight`s art show was a success.,how was a success.,positive
56c8abc7c0,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk","I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk",neutral
296d8e6ed7,  good luck  haha i loved your character in the bring it on: in it to win it  movie,good,positive
5c0342a099,Just learned aobut #starwarsday. Thus: 'There are only 3 movies and Han Solo shot first'. Deal with it,Just learned aobut #starwarsday. Thus: 'There are only 3 movies and Han Solo shot first'. Deal with it,neutral
bdc2cf9da3,Busy day! No time to tweet  Bmore what`s happening this weekend?,Busy day! No time to,negative
a9b8e03672,will sleep in a while. still mourning the adobo he cooked.  http://plurk.com/p/x12gf,mourning,negative
a667f7a506,"_mcc bye, Scotty!  i`m gonna miss you. ily<333",i`m gonna miss you. ily<,positive
fda387126d, yeah  it will get better though  i know it!,yeah  it will get better though  i know it!,neutral
7a3245a6a8,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr,neutral
30e1f519e3, nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,so i cant,negative
4d7831469f,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,neutral
4dc3019176, had to many weirdos on the other one,weirdos,negative
1fd79e3de5,   Just saw it tonight as well... Great movie!!  Hope you`re well mate! Cheers E,.. Grea,positive
e13be6452c,"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships","the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships",neutral
6d24b61035,is downloading new fonts . again  http://plurk.com/p/rplkr,is downloading new fonts .,neutral
63bd9b9ae3,What happened to my early night? Am about to turn into a pumpkin,What happened to my early night? Am about to turn into a pumpkin,neutral
48b76ce5f4,has the day open until 4. don`t know what to do. everyone is leaving today,has the day open until 4. don`t know what to do. everyone is leaving today,neutral
acabffff69,"Goin to ma cousins soon, there dog is soo cute",cute,positive
b1f68dc810,been To beach+ nanny`s Just got back- roast Iater and then Pudding,been To beach+ nanny`s Just got back- roast Iater and then Pudding,neutral
4ccd06517b,"_333 Yeah.    I couldn`t call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At work.","Yeah.    I couldn`t call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At",neutral
de544dfa17," we all have our moments of intense genius...and power...and well, at times, sheer insanity  i need a sanity check!","we all have our moments of intense genius...and power...and well, at times, sheer insanity  i need a sanity check!",neutral
cc4b78e4ef,  I need to come spend some time on your roof - I miss you &     double date in a couple of weeks?,I miss,negative
d113abcd2d," congratulations, I hope you have an amazing day","congratulations,",positive
5a7611b390,i think june gloom has arrived,june gloom has arrived,negative
ee880e81a8, i will HAVE to agree w/ u,i will HAVE to agree w/ u,neutral
556d888c21, sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle,sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtl,neutral
1cfd961d30,officially has pink eye.,officially has pink eye.,neutral
2dbcb1fb0c, you are welcome  `s book is a good reminder as to WHY we escaped the cube!,a good,positive
bcaad4a070, You`re welcome.,You`re welcome.,positive
1c33228326,Morning all - happy Star Wars day - May the 4th be with you!,happy,positive
894c9ada33, I haven`t talked to you since the last day of school!  that`s no right.,that`s no right,negative
230ffd1688,yess! talking 2 a hott guy!  happy **** ****!,happy **** ****!,positive
e8f3d2cc47, Oh yum - rhubarb. These links are fab. Thanks,fab.,positive
662075da2a," thanks for that, now i learned something new today  enjoy.",enjoy,positive
ff6f7cbaeb,Ug. Full of cold and in a dark pub. Want to go outside,Ug. Full of cold and in a dark pub. Want to go outside,neutral
15575a8277,"David Mitchell`s presenting `Have I Got News For You` tonight <3 I love him! I think he`s ace <3 On another note, **** this headache","I love him! I think he`s ace <3 On another note, **** this headache",neutral
ce1ac5a388,greeting again every momma : Happy Momma`s Day!,greeting again every momma : Happy Momma`s Day!,positive
44a38ebc2c,feeling better. drugs are awesome! sad waste of a 3 day weekend!,feeling better. drugs are awesome! sad waste of a 3 day weekend!,neutral
f7c8d62748, Ha good morning! May the fourth be with you too,a good morning!,positive
8ab2395783,Knew she was an idiot..,an idiot..,negative
388c6acb71,fireworks @ KBOOM concert... second best I`ve ever seen...preceded only by last year`s show 2008 <sigh>,second best,positive
72e6cca7f7,"playing guitar hero, waiting for Abby to text me after prom","playing guitar hero, waiting for Abby to text me after prom",neutral
5aae399456,  ok just between U and me  and all of  our  followers on twitter what do U really think of  ? lol,ok just between U and me  and all of  our  followers on twitter what do U really think of,neutral
c1904e8dbd,"___ okay, i`ll finally get to meet Dia! that`s her name, right? oh geez i`ll feel so stupid if it`s not.",oh geez i`ll feel so stupid,negative
18473e6864,im almost to 300 updates. 200 more to goo,im almost to 300 updates. 200 more to goo,neutral
5e36bda7f8,We`ll write a song that turns out the lights <3,We`ll write a song that turns out the lights,neutral
849f7d5091, when I tried to go to her`s I got this message 'That page doesn`t exist! ','That page doesn`t exist! ',negative
dbd9d243f6,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,neutral
c9359dece4, Press `Ctrl` on bottom right. The underscore for E71 is there.  KY,Press `Ctrl` on bottom right. The underscore for E71 is there.  KY,neutral
2e0755cfe3,Oh I`m really tired of these migraines! #Endometriosis & #Fibromyalgia & #Migraines & sleep probs just compoundin ea other since surgery,tired,negative
4c8db3926d,"claire  love the show, got into the office @ 5am and no radio","claire  love the show, got into the office",positive
80ff73ec4b, Im at work!,Im at work!,neutral
6dc4931eba,"neighborhood research today, Day 1 of 5....and a little bit of shopping","neighborhood research today, Day 1 of 5....and a little bit of shopping",neutral
6a2322cc3d," Kev, **** off! I`m stuck in Westgate working",", **** off! I`m stuck in",negative
a5f237b5f3,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,WARNINGS.,negative
c76a3f4110,  why?,why?,neutral
919fba19dc,Mother`s Day is THIS Sunday.... don`t forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg,special,positive
e7cd93eb01, awww!  We can do that and then go to Chick Fila,awww!  We can do that and then go to Chick Fila,neutral
75929f0ab9, why r y depressed?  i mite b moving earlyer than i thot,why r y depressed?  i mite b moving earlyer than i thot,neutral
264518e88d, time to learn another language?,time to learn another language?,neutral
d5c88250c8,I still want a Smartcar!!! Don`t they have the most wonderful designs ever?,wonderful,positive
e44bb4a3dc,Head in the clouds,Head in the clouds,neutral
53dc40c5ef, LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So',a good flick,positive
09673894b0,http://twitpic.com/4wk9i - I should really try a different pose some time.,http://twitpic.com/4wk9i - I should really try a different pose some time.,neutral
36532d8f18,it`s 8a and i`m already dressed  but we`re on set today so let the real fun begin!!! lights! camera! action!,real fun begin!,positive
2d142ad4af,_BeachMex Can`t DM you since you don`t follow me.,_BeachMex Can`t DM you since you don`t follow me.,neutral
e179643353,finally got to see you,finally got to see you,positive
26fc177a05, http://twitpic.com/4fzo7 - When you`ll come in Bulgaria??? You have a great fans here!,great fans here!,positive
5bb732ca71,Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,s NO WAYYY I couldn`t `tune in`,negative
0e47e9bdf3,Goodbye **** in the city  let me hurry and give mi cuz that paper work  !!! Have 2 have summer in BK !!!,Goodbye **** in the city  let me hurry and give mi cuz that paper work  !!! Have 2 have summer in BK !!!,neutral
24025159ff,My paycheck was nothing but a piece of paper.,My paycheck was nothing but a piece of paper.,neutral
4d34639c6e,Sulking at home while it rained was poor strategy.  Now i`m watching the sun shine from a desk in the Robarts reference room.,poor,negative
7b686593dd,: just the dinner,: just the dinner,neutral
b85714a9c5,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don`t have any cranberry juice",nice,positive
31ac5826e1,that `preview` of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,still sick,negative
cd5989172a, Sounds painful   Sorry you got hurt.. And may I ask how this happen?,Sorr,negative
50bb920617," fyi, connie and carla is not as totally awesome as the previews make it seem  sorry about that one.",sorry,negative
9520eba0f0, you will never be the same...,you will never be the same...,neutral
a089b92224, I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,not having a good day.,negative
5e4ac93bda,Thank you all once more for all your lovely birthday messages,Thank,positive
c2173919e4,"ok, 1st ginormous cup of coffee down, monday looking much better to me.",much better to me.,positive
3671f267dc, I WANNA GO.,I WANNA GO.,neutral
73afa73ea8, ah yes dropping the bear thing  it`s such a lovely day here! Very odd for stafford!!,a lovely,positive
af1d34a358,A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3,salute,positive
ba509b56a3, the movie on the plane is Mall Cop- (but i saw it with the nephews already,the movie on the plane is Mall Cop- (but i saw it with the nephews already,neutral
6af967f653,  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Compan,neutral
2a5f644596," yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",you were interested..,positive
f5f6b56d9e, biglots by my house has jesus & virgin mary rings in one of those machines i rocked one for a while til that **** broke,****,negative
b8e071a7f2, the there`s confuse me,the there`s confuse me,negative
b27f4185d6,i miss my husband,i miss my husband,negative
3d02a62350,"_OTTAWA ur welcome, sweet dreams!","ur welcome, sweet dreams!",positive
632c62fdb2,_Honi Might be cute to do a little picture book called 'The little book of boring',be cute to do a little picture,positive
3c3312a449, hay naku!!madaya ka talaga ah hehe ..hey happy mothers day to your mom nga pala   and to your mom also,..hey happy mothers day to your mom,positive
2a866d5e24,I hate crowds   http://tr.im/mONi,I hate crowds,negative
0383cacfae,"Has got the slow cooker going, now just to get ready for work","Has got the slow cooker going, now just to get ready for work",neutral
72b47d49df,I Sing Everytime,I Sing Everytime,neutral
5c90e36aec, He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,. I love him,positive
c320d95426,"aw! I`m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I`m gonna start all over","aw! I`m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I`m gonna start all over",neutral
8e6c5112a3,too much sulking over being single going on tonight on tumblr - gru3some: I am here to save the day.  http://tumblr.com/xd51qx88b,too much sulking over being single going on tonight on tumblr - gru3some: I am here to save the day.  http://tumblr.com/xd51qx88b,neutral
ee83d64117,Yea running on 3 hours. Lets do this test,Yea running on 3 hours. Lets do this test,neutral
1297476ee5,finished the book... vat a good book <3333,good,positive
53a35590bb, Just read it too.  I meant the toys though.,Just read it too.  I meant the toys though.,neutral
28109530b2, ok  i kinda thought so... i mean those 2? ... it would be funny though.,e funny,positive
0238d4109b, noo sorry my love...after that i`m going to pop about 7 zyrtec and go to sleep,sorry,negative
9e7b2503b9,Only one more day of Jay Leno  que sad!,sad!,negative
cb3268ba79,worried about Mr. Socks tonight.,worried,negative
7a4fc188de,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,neutral
bfbdf9aad0,finally home  crazy party 2nite! thanks  4 driving me home!,crazy party 2nite! thanks  4 driving me home!,positive
e2f74fa54c,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,neutral
f2a050587e," I want 2 see that movie, too!!  Have fun!",e fun,positive
16466ee641, OH MAN I WOULD BUT I`M FRESH OUT,OH MAN I WOULD BUT I`M FRESH OUT,neutral
003e68d96d," cool beans, yeah man - no prob at all","cool beans,",positive
1fd542d088,Is Going To Buy A Wacom Today ... Goood Times,Goood,positive
4aec85b115, It`s driving you insane? Really? It`s Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance,It`s driving you insane? Really? It`s Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance,neutral
f76553fa0b,I WANT A HUG!,I WANT A HUG!,neutral
c5311db5ad, is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,is making me hot chocolate with almond milk.  Mother Day festivities is starting earl,neutral
0c0d8f8839,happy Mother`s Day to all the moms out there,happy Mother`s Day,positive
c1fd01f4a8,Ahhhhh! My 'Let The Right One In' DVD broke,broke,negative
5187b0c54e, Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry `bout your ring,Sorry,negative
babcff0fb2,"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",like spirits,positive
29afbab19c,"Happy Mothers Day! Same day, more chocolate",Happy Mo,positive
04bcfe8493,"Yeah, my brain does rock!  I am happy to share my knowledge with you Carrie",my brain does rock!  I am happy to share my knowledge with you Carrie,positive
56856f4254,I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,I`m scared,negative
bb9c4a0aa5,"_Watson I can`t this weekend, sorry  And Steph is working.",sorry,negative
1a1bbddc5d,Is it OK to send iFlowers to your mom for Mother`s Day trough this iPhone app? http://tr.im/kWnX,Is it OK to send iFlowers to your mom for Mother`s Day trough this iPhone app? http://tr.im/kWnX,neutral
11df97d036,  do you remember them all.... do not take that as a challenge to!,do you remember them all.... do not take that as a challenge to!,neutral
ca97e2edc5,short stack need to add some more short stack tv,short stack need to add some more short stack,neutral
f0d97a3652, dude there is no sun here.,dude there is no sun here.,neutral
3661ef2811,didn`t make it out to shop.......      there is always tomorrow.,there is always tomor,positive
e710d77c89, I don`t know. What does it take to butter you up? Actual butter?  xoxo,I don`t know. What does it take to butter you up? Actual butter?  xoxo,neutral
65da7a4cc4,"Starting a new diet today. I don`t want to get fat. Besides, its almost bathing suit season! *lol*",I don`t want to get fat.,negative
c23f5f977a,I am down  I need my snuggles but he is at work and he don`t like to snuggle  ironic huh...,I am down  I need my snuggles but he is at work and he don`t like to snuggle  ironic huh...,neutral
72b06ea9e2,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,still bad tho!,negative
20c2ecb64f,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",Had a nice visit,positive
0f0ce4a8fb,I`m so pumped for the day!,I`m so pumped for the day!,neutral
8fb14ce5ef,Doing accounts revision. Boo,Doing accounts revision. Boo,neutral
bd140dbc4e,"Just had some strawberries for afternoon snack, I love strawberries!! Gonna make a strawberry smoothie tonight after the gym",I love strawberries!!,positive
58e5e5f159,installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,#excited,positive
87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,i feel like **** right now and i have one more month of school left  FML HARD,negative
1848ee74fe, -- yeahhh u wasnt thereeeeeeeeeee,-- yeahhh u wasnt thereeeeeeeeeee,neutral
03ecaa53db, Haahaha omg.. dude I read that and almost choked.. haha thanks,Haahaha omg.. dude I read that and almost choked.. haha thanks,neutral
b91963e312,  Know I`m not the only one.  Just harder on me.,st harde,negative
73714f7a1a, aww i hope it does fly by because JT episodes are usually really good (and it`s early but so far this ep hassn`t disappointed),aww i hope it does fly by because JT episodes are usually really good (and it`s early but so far this ep hassn`t disappointed),positive
a685444552,glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,glad,positive
5aa141201e, I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,neutral
8cddd58701," Say cheese for the camera, or throw up some Western Mass gang signs to be cool",s to be cool,positive
2cf3a91b48,Bout to get ready for work ugh i hate workin on fridays,hate wo,negative
0047d39e8b, Un mesaj de eroare: ForbiddenYou don`t have permission to access /photo/3180758.jpg on this server. Am ghicit?,Un mesaj de eroare: ForbiddenYou don`t have permission to access /photo/3180758.jpg on this server. Am ghicit?,neutral
17e119548f,My new car is already giving me problems  That cant be a good sign.,problems,negative
f336c52798,"Joining facebeek.  What a loser, I have no friends   Amy where are you?","loser,",negative
f079511098,New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy,fab,positive
318a0357db, I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn`t feed us,wouldn`t feed us,negative
2694983882,****. I have lost the game more times today than any other day in history.  #lostthegame (Blame  ),lost,negative
7a16f5e0d0, of course i really hope that this would be his real twitter page! that would be soo cool,of course i really hope that this would be his real twitter page! that would be soo cool,positive
c520623bcb, Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,neutral
2293cf92cb,Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,it`s the worst feeling waking up and still feeling full  euggh,negative
e9c80bc8be,"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",good,positive
4796a0be50,At Twin Peaks. High  Yay!,High  Yay!,positive
1816dab1c5,watching short stack tv,watching short stack tv,neutral
20290b6985, That`s gorgeous. I`ll check out your new pics!,That`s gorgeous.,positive
22b844b503,"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",dumb reason,negative
435558d3b8,Now to go home and cry,Now to go home and cry,neutral
9902a712a7,Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,Can`t believe this ****!,negative
0d5675cb85,Missy higgins kate voegele grace potter and the nocturnals,Missy higgins kate voegele grace potter and the nocturnals,neutral
1920720fdf, you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,you are just wrong!,negative
5cc40deb77, What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,Hope he doesn``t get in trouble,positive
a6dc534ff0, i like,i like,positive
89d4f25694,_nation just launched twittix v1.10 - not convinced,not convinced,negative
f5ef86a903,I want to play parachute games.,I want to play parachute games.,neutral
9f0669b2ff, Thats awesome!!  Good idea!!,awesome!,positive
c6bf7c5635, no im not  cries LOL,cries,negative
2a77f2b5ba,A long day with the family.   I`m so tired now.  Had fun!,A long day with the family.   I`m so tired now.  Had fun!,neutral
b582e3a8ea,Bumping Air Supply`s Greastest Hits,Greastest Hits,positive
580b5a19f4,"Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support","Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support",negative
035a6d9aa8,I hate it when Trevor drives,I hate it,negative
5f0dbd9ca3,So physical therapy,So physical therapy,neutral
878503ccde, yeah... WE STILL NEEDA HANG OUT! Lol. I`s glad you had a super time at the show,glad,positive
a002383b5b,#FollowFriday In honor of my web buddies who moved.     ,In honor of my web buddies who moved.,neutral
a16c482d83, That comment was just to ..well you know...to not reply to it.,That comment was just to ..well you know...to not reply to it.,neutral
fd0493acff, i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lm,neutral
4d0e0ed8ac,Funtime was not a lot of fun!! But finally done with it,fun!!,positive
